Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Location,Bin name,Incoming (not editable),Unavailable (not editable),Committed (not editable),Available (not editable),On hand (current),On hand (new)
transmisor-multimedia-hdmi-roku-express,Transmisor Multimedia HDMI Roku Express,Title,Default Title,,,,,Roku Express,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
tanque-mantenim-pxmt2-epson,Tanque Mantenim. PXMT2 Epson,Title,Default Title,,,,,PMXT2,,,Sucursal Chalchuapa,,0,0,0,4,4,
tanque-mantenim-pxmt2-epson,Tanque Mantenim. PXMT2 Epson,Title,Default Title,,,,,PMXT2,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
tanque-mantenim-pxmt2-epson,Tanque Mantenim. PXMT2 Epson,Title,Default Title,,,,,PMXT2,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
audifono-c-mic-kz-13-pk-maxell,Audifono C/Mic KZ-13 Pk Maxell,Title,Default Title,,,,,KZ-13-DS,,,Sucursal Chalchuapa,,0,0,0,4,4,
audifono-c-mic-kz-13-pk-maxell,Audifono C/Mic KZ-13 Pk Maxell,Title,Default Title,,,,,KZ-13-DS,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
audifono-c-mic-kz-13-pk-maxell,Audifono C/Mic KZ-13 Pk Maxell,Title,Default Title,,,,,KZ-13-DS,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
audifono-mp3-duo-rd-maxell,Audifono MP3-DUO Rd Maxell,Title,Default Title,,,,,MP3-DUO-DS,,,Sucursal Chalchuapa,,0,0,0,4,4,
audifono-mp3-duo-rd-maxell,Audifono MP3-DUO Rd Maxell,Title,Default Title,,,,,MP3-DUO-DS,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
audifono-mp3-duo-rd-maxell,Audifono MP3-DUO Rd Maxell,Title,Default Title,,,,,MP3-DUO-DS,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
notebook-i3532-4041blk-celeron-15-6-dell,"NoteBook i3532-4041BLK Celeron 15.6"" Dell",Title,Default Title,,,,,i3532-4041BLK,,,Sucursal Chalchuapa,,0,0,0,4,4,
notebook-i3532-4041blk-celeron-15-6-dell,"NoteBook i3532-4041BLK Celeron 15.6"" Dell",Title,Default Title,,,,,i3532-4041BLK,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
notebook-i3532-4041blk-celeron-15-6-dell,"NoteBook i3532-4041BLK Celeron 15.6"" Dell",Title,Default Title,,,,,i3532-4041BLK,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
ups-500va-r-upr-504-4-sal-cdp,UPS 500VA R-UPR 504 4 Sal. CDP,Title,Default Title,,,,,R-UPR 504,,,Sucursal Chalchuapa,,0,0,0,4,4,
ups-500va-r-upr-504-4-sal-cdp,UPS 500VA R-UPR 504 4 Sal. CDP,Title,Default Title,,,,,R-UPR 504,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
ups-500va-r-upr-504-4-sal-cdp,UPS 500VA R-UPR 504 4 Sal. CDP,Title,Default Title,,,,,R-UPR 504,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
ups-1500v-br1500g-10sal-apc,UPS 1500V BR1500G 10Sal APC,Title,Default Title,,,,,BR1500G,,,Sucursal Chalchuapa,,0,0,0,4,4,
ups-1500v-br1500g-10sal-apc,UPS 1500V BR1500G 10Sal APC,Title,Default Title,,,,,BR1500G,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
ups-1500v-br1500g-10sal-apc,UPS 1500V BR1500G 10Sal APC,Title,Default Title,,,,,BR1500G,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
ups-be750g-750va-450w-10-sal-apc,UPS BE750G 750VA/450W 10 Sal APC,Title,Default Title,,,,,BE750G,,,Sucursal Chalchuapa,,0,0,0,4,4,
ups-be750g-750va-450w-10-sal-apc,UPS BE750G 750VA/450W 10 Sal APC,Title,Default Title,,,,,BE750G,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
ups-be750g-750va-450w-10-sal-apc,UPS BE750G 750VA/450W 10 Sal APC,Title,Default Title,,,,,BE750G,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
tv-led-le32h1352-32-aoc,"TV LED LE32H1352 32"" AOC",Title,Default Title,,,,,LE32H1352,,,Sucursal Chalchuapa,,0,0,0,4,4,
tv-led-le32h1352-32-aoc,"TV LED LE32H1352 32"" AOC",Title,Default Title,,,,,LE32H1352,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
tv-led-le32h1352-32-aoc,"TV LED LE32H1352 32"" AOC",Title,Default Title,,,,,LE32H1352,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
fuente-d-poder-100-b1-700w-evga,Fuente D/Poder 100-B1 700W Evga,Title,Default Title,,,,,100-B1-0700-K1,,,Sucursal Chalchuapa,,0,0,0,4,4,
fuente-d-poder-100-b1-700w-evga,Fuente D/Poder 100-B1 700W Evga,Title,Default Title,,,,,100-B1-0700-K1,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
fuente-d-poder-100-b1-700w-evga,Fuente D/Poder 100-B1 700W Evga,Title,Default Title,,,,,100-B1-0700-K1,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
monitor-led-va1917a-19-viewsonic,"Monitor LED VA1917A 19"" ViewSonic",Title,Default Title,,,,,VA1917A,,,Sucursal Chalchuapa,,0,0,0,4,4,
monitor-led-va1917a-19-viewsonic,"Monitor LED VA1917A 19"" ViewSonic",Title,Default Title,,,,,VA1917A,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
monitor-led-va1917a-19-viewsonic,"Monitor LED VA1917A 19"" ViewSonic",Title,Default Title,,,,,VA1917A,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
tarjeta-pci-e-strix-r7-370-4gb-asus,Tarjeta PCI-E STRIX-R7 370 4GB Asus,Title,Default Title,,,,,STRIX-R7 370,,,Sucursal Chalchuapa,,0,0,0,4,4,
tarjeta-pci-e-strix-r7-370-4gb-asus,Tarjeta PCI-E STRIX-R7 370 4GB Asus,Title,Default Title,,,,,STRIX-R7 370,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
tarjeta-pci-e-strix-r7-370-4gb-asus,Tarjeta PCI-E STRIX-R7 370 4GB Asus,Title,Default Title,,,,,STRIX-R7 370,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
impresora-m176n-cf547a-multif-lj-hp,Impresora M176n CF547A Multif. LJ HP,Title,Default Title,,,,,M176n CF547A,,,Sucursal Chalchuapa,,0,0,0,4,4,
impresora-m176n-cf547a-multif-lj-hp,Impresora M176n CF547A Multif. LJ HP,Title,Default Title,,,,,M176n CF547A,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
impresora-m176n-cf547a-multif-lj-hp,Impresora M176n CF547A Multif. LJ HP,Title,Default Title,,,,,M176n CF547A,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
motherboard-1150-h81m-p32l-msi,Motherboard 1150 H81M-P32L Msi,Title,Default Title,,,,,H81M-P32L,,,Sucursal Chalchuapa,,0,0,0,4,4,
motherboard-1150-h81m-p32l-msi,Motherboard 1150 H81M-P32L Msi,Title,Default Title,,,,,H81M-P32L,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
motherboard-1150-h81m-p32l-msi,Motherboard 1150 H81M-P32L Msi,Title,Default Title,,,,,H81M-P32L,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
procesador-celeron-2-8ghz-1151-lga-g3900-intel,Procesador Celeron 2.8GHz 1151 LGA G3900 Intel,Title,Default Title,,,,,G3900,,,Sucursal Chalchuapa,,0,0,0,4,4,
procesador-celeron-2-8ghz-1151-lga-g3900-intel,Procesador Celeron 2.8GHz 1151 LGA G3900 Intel,Title,Default Title,,,,,G3900,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
procesador-celeron-2-8ghz-1151-lga-g3900-intel,Procesador Celeron 2.8GHz 1151 LGA G3900 Intel,Title,Default Title,,,,,G3900,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
video-camara-x0016vexa1-tekbow,Video Camara X0016VEXA1 TekBow,Title,Default Title,,,,,X0016VEXA1,,,Sucursal Chalchuapa,,0,0,0,4,4,
video-camara-x0016vexa1-tekbow,Video Camara X0016VEXA1 TekBow,Title,Default Title,,,,,X0016VEXA1,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
video-camara-x0016vexa1-tekbow,Video Camara X0016VEXA1 TekBow,Title,Default Title,,,,,X0016VEXA1,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
tarjeta-pci-e-rx460-4gb-amd,Tarjeta PCI-E RX460 4GB AMD,Title,Default Title,,,,,RX460,,,Sucursal Chalchuapa,,0,0,0,4,4,
tarjeta-pci-e-rx460-4gb-amd,Tarjeta PCI-E RX460 4GB AMD,Title,Default Title,,,,,RX460,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
tarjeta-pci-e-rx460-4gb-amd,Tarjeta PCI-E RX460 4GB AMD,Title,Default Title,,,,,RX460,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
motherboard-asus-pro-prime-1151-h270,Motherboard Asus Pro Prime 1151 H270,Title,Default Title,,,,,H270-PRO PRIME,,,Sucursal Chalchuapa,,0,0,0,4,4,
motherboard-asus-pro-prime-1151-h270,Motherboard Asus Pro Prime 1151 H270,Title,Default Title,,,,,H270-PRO PRIME,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
motherboard-asus-pro-prime-1151-h270,Motherboard Asus Pro Prime 1151 H270,Title,Default Title,,,,,H270-PRO PRIME,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
tarjeta-pci-e-gt-730-4gb-zotac,Tarjeta PCI-E GT 730 4GB ZOTAC,Title,Default Title,,,,,ZT-71115-20L,,,Sucursal Chalchuapa,,0,0,0,4,4,
tarjeta-pci-e-gt-730-4gb-zotac,Tarjeta PCI-E GT 730 4GB ZOTAC,Title,Default Title,,,,,ZT-71115-20L,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
tarjeta-pci-e-gt-730-4gb-zotac,Tarjeta PCI-E GT 730 4GB ZOTAC,Title,Default Title,,,,,ZT-71115-20L,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
monitor-lenovo-led-21-5-plg-t2224p,Monitor Lenovo LED 21.5 Plg T2224P,Title,Default Title,,,,,T2224P,,,Sucursal Chalchuapa,,0,0,0,4,4,
monitor-lenovo-led-21-5-plg-t2224p,Monitor Lenovo LED 21.5 Plg T2224P,Title,Default Title,,,,,T2224P,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
monitor-lenovo-led-21-5-plg-t2224p,Monitor Lenovo LED 21.5 Plg T2224P,Title,Default Title,,,,,T2224P,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
monitor-lenovo-led-19-5-plg-e2054a,Monitor Lenovo LED 19.5 Plg E2054A,Title,Default Title,,,,,E2054A,,,Sucursal Chalchuapa,,0,0,0,4,4,
monitor-lenovo-led-19-5-plg-e2054a,Monitor Lenovo LED 19.5 Plg E2054A,Title,Default Title,,,,,E2054A,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
monitor-lenovo-led-19-5-plg-e2054a,Monitor Lenovo LED 19.5 Plg E2054A,Title,Default Title,,,,,E2054A,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
monitor-lenovo-led-20-plg-lt2024,Monitor Lenovo LED 20 Plg LT2024,Title,Default Title,,,,,LT2024,,,Sucursal Chalchuapa,,0,0,0,4,4,
monitor-lenovo-led-20-plg-lt2024,Monitor Lenovo LED 20 Plg LT2024,Title,Default Title,,,,,LT2024,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
monitor-lenovo-led-20-plg-lt2024,Monitor Lenovo LED 20 Plg LT2024,Title,Default Title,,,,,LT2024,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
monitor-lenovo-led-21-5-plg-t2224z,Monitor Lenovo LED 21.5 Plg T2224Z,Title,Default Title,,,,,T2224Z,,,Sucursal Chalchuapa,,0,0,0,4,4,
monitor-lenovo-led-21-5-plg-t2224z,Monitor Lenovo LED 21.5 Plg T2224Z,Title,Default Title,,,,,T2224Z,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
monitor-lenovo-led-21-5-plg-t2224z,Monitor Lenovo LED 21.5 Plg T2224Z,Title,Default Title,,,,,T2224Z,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
monitor-lenovo-led-23-8-plg-t2424p,Monitor Lenovo LED 23.8 Plg T2424P,Title,Default Title,,,,,T2424P,,,Sucursal Chalchuapa,,0,0,0,4,4,
monitor-lenovo-led-23-8-plg-t2424p,Monitor Lenovo LED 23.8 Plg T2424P,Title,Default Title,,,,,T2424P,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
monitor-lenovo-led-23-8-plg-t2424p,Monitor Lenovo LED 23.8 Plg T2424P,Title,Default Title,,,,,T2424P,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
tv-led-32lh500b-32-plg-lg,TV LED 32LH500B 32 Plg LG,Title,Default Title,,,,,32LH500B,,,Sucursal Chalchuapa,,0,0,0,4,4,
tv-led-32lh500b-32-plg-lg,TV LED 32LH500B 32 Plg LG,Title,Default Title,,,,,32LH500B,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
tv-led-32lh500b-32-plg-lg,TV LED 32LH500B 32 Plg LG,Title,Default Title,,,,,32LH500B,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
mochila-dell-15-6-plg-tek-backpack,Mochila Dell 15.6 Plg Tek Backpack,Title,Default Title,,,,,Tek Backpack,,,Sucursal Chalchuapa,,0,0,0,4,4,
mochila-dell-15-6-plg-tek-backpack,Mochila Dell 15.6 Plg Tek Backpack,Title,Default Title,,,,,Tek Backpack,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
mochila-dell-15-6-plg-tek-backpack,Mochila Dell 15.6 Plg Tek Backpack,Title,Default Title,,,,,Tek Backpack,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
celular-alcatel-gold-one-touch-pixi-4,Celular Alcatel Gold One touch Pixi 4,Title,Default Title,,,,,Pixi 4 6.0,,,Sucursal Chalchuapa,,0,0,0,5,5,
celular-alcatel-gold-one-touch-pixi-4,Celular Alcatel Gold One touch Pixi 4,Title,Default Title,,,,,Pixi 4 6.0,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
celular-alcatel-gold-one-touch-pixi-4,Celular Alcatel Gold One touch Pixi 4,Title,Default Title,,,,,Pixi 4 6.0,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
notebook-i5559-3333slv-i7-15-6-plg-touch-dell,NoteBook i5559-3333SLV i7 15.6 Plg Touch Dell,Title,Default Title,,,,,i5559-3333SLV,,,Sucursal Chalchuapa,,0,0,0,4,4,
notebook-i5559-3333slv-i7-15-6-plg-touch-dell,NoteBook i5559-3333SLV i7 15.6 Plg Touch Dell,Title,Default Title,,,,,i5559-3333SLV,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
notebook-i5559-3333slv-i7-15-6-plg-touch-dell,NoteBook i5559-3333SLV i7 15.6 Plg Touch Dell,Title,Default Title,,,,,i5559-3333SLV,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
ups-orbitec-600v-8-sal-tc-6008,UPS Orbitec 600V 8 Sal TC-6008,Title,Default Title,,,,,TC-6008,,,Sucursal Chalchuapa,,0,0,0,4,4,
ups-orbitec-600v-8-sal-tc-6008,UPS Orbitec 600V 8 Sal TC-6008,Title,Default Title,,,,,TC-6008,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
ups-orbitec-600v-8-sal-tc-6008,UPS Orbitec 600V 8 Sal TC-6008,Title,Default Title,,,,,TC-6008,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
motherboard-asus-1151-b150-aura,Motherboard Asus 1151 B150 Aura,Title,Default Title,,,,,B150 Aura,,,Sucursal Chalchuapa,,0,0,0,4,4,
motherboard-asus-1151-b150-aura,Motherboard Asus 1151 B150 Aura,Title,Default Title,,,,,B150 Aura,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
motherboard-asus-1151-b150-aura,Motherboard Asus 1151 B150 Aura,Title,Default Title,,,,,B150 Aura,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
laptop-i5767-6370gry-i7-17-3-plg-dell,Laptop i5767-6370GRY i7 17.3 Plg Dell,Title,Default Title,,,,,i5767-6370GRY,,,Sucursal Chalchuapa,,0,0,0,4,4,
laptop-i5767-6370gry-i7-17-3-plg-dell,Laptop i5767-6370GRY i7 17.3 Plg Dell,Title,Default Title,,,,,i5767-6370GRY,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
laptop-i5767-6370gry-i7-17-3-plg-dell,Laptop i5767-6370GRY i7 17.3 Plg Dell,Title,Default Title,,,,,i5767-6370GRY,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
notebook-gl753v-i7-17-3-plg-gaming-asus,NoteBook GL753V i7 17.3 Plg Gaming Asus,Title,Default Title,,,,,GL753V,,,Sucursal Chalchuapa,,0,0,0,4,4,
notebook-gl753v-i7-17-3-plg-gaming-asus,NoteBook GL753V i7 17.3 Plg Gaming Asus,Title,Default Title,,,,,GL753V,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
notebook-gl753v-i7-17-3-plg-gaming-asus,NoteBook GL753V i7 17.3 Plg Gaming Asus,Title,Default Title,,,,,GL753V,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
ups-apc-br700g-6sal-lcd-700v-420w,UPS APC BR700G 6Sal LCD 700V/420W,Title,Default Title,,,,,BR700G,,,Sucursal Chalchuapa,,0,0,0,4,4,
ups-apc-br700g-6sal-lcd-700v-420w,UPS APC BR700G 6Sal LCD 700V/420W,Title,Default Title,,,,,BR700G,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
ups-apc-br700g-6sal-lcd-700v-420w,UPS APC BR700G 6Sal LCD 700V/420W,Title,Default Title,,,,,BR700G,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
notebook-3552-7402-pentium-15-6-plg-dell,NoteBook 3552-7402 Pentium 15.6 Plg Dell,Title,Default Title,,,,,3552-7402,,,Sucursal Chalchuapa,,0,0,0,4,4,
notebook-3552-7402-pentium-15-6-plg-dell,NoteBook 3552-7402 Pentium 15.6 Plg Dell,Title,Default Title,,,,,3552-7402,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
notebook-3552-7402-pentium-15-6-plg-dell,NoteBook 3552-7402 Pentium 15.6 Plg Dell,Title,Default Title,,,,,3552-7402,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
notebook-i3552-celeron-15-6-plg-dell,NoteBook I3552 Celeron 15.6 Plg Dell,Title,Default Title,,,,,I3552,,,Sucursal Chalchuapa,,0,0,0,4,4,
notebook-i3552-celeron-15-6-plg-dell,NoteBook I3552 Celeron 15.6 Plg Dell,Title,Default Title,,,,,I3552,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
notebook-i3552-celeron-15-6-plg-dell,NoteBook I3552 Celeron 15.6 Plg Dell,Title,Default Title,,,,,I3552,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
impresora-l395-ecotank-multif-epson,Impresora L395 EcoTank Multif Epson,Title,Default Title,,,,,L395,,,Sucursal Chalchuapa,,0,0,0,4,4,
impresora-l395-ecotank-multif-epson,Impresora L395 EcoTank Multif Epson,Title,Default Title,,,,,L395,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
impresora-l395-ecotank-multif-epson,Impresora L395 EcoTank Multif Epson,Title,Default Title,,,,,L395,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
monitor-hp-ips-led-23-plg-23xw,Monitor HP IPS LED 23 Plg 23XW,Title,Default Title,,,,,23XW,,,Sucursal Chalchuapa,,0,0,0,4,4,
monitor-hp-ips-led-23-plg-23xw,Monitor HP IPS LED 23 Plg 23XW,Title,Default Title,,,,,23XW,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
monitor-hp-ips-led-23-plg-23xw,Monitor HP IPS LED 23 Plg 23XW,Title,Default Title,,,,,23XW,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
tarjeta-pci-e-strix-rx-460-4gb-asus,Tarjeta PCI-E STRIX RX 460 4GB Asus,Title,Default Title,,,,,90YV09L3-M0NA00,,,Sucursal Chalchuapa,,0,0,0,4,4,
tarjeta-pci-e-strix-rx-460-4gb-asus,Tarjeta PCI-E STRIX RX 460 4GB Asus,Title,Default Title,,,,,90YV09L3-M0NA00,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
tarjeta-pci-e-strix-rx-460-4gb-asus,Tarjeta PCI-E STRIX RX 460 4GB Asus,Title,Default Title,,,,,90YV09L3-M0NA00,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
desktop-dell-i3-id3250,Desktop Dell i3 ID3250,Title,Default Title,,,,,ID3250,,,Sucursal Chalchuapa,,0,0,0,4,4,
desktop-dell-i3-id3250,Desktop Dell i3 ID3250,Title,Default Title,,,,,ID3250,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
desktop-dell-i3-id3250,Desktop Dell i3 ID3250,Title,Default Title,,,,,ID3250,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
camara-ir-bullet-i4-390ahdevf-2mp-provision,Camara IR Bullet I4-390AHDEVF 2Mp Provision,Title,Default Title,,,,,I4-390AHDEVF,,,Sucursal Chalchuapa,,0,0,0,4,4,
camara-ir-bullet-i4-390ahdevf-2mp-provision,Camara IR Bullet I4-390AHDEVF 2Mp Provision,Title,Default Title,,,,,I4-390AHDEVF,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
camara-ir-bullet-i4-390ahdevf-2mp-provision,Camara IR Bullet I4-390AHDEVF 2Mp Provision,Title,Default Title,,,,,I4-390AHDEVF,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
camara-provision-2mp-di-390ahdvf,Camara Provision 2Mp DI-390AHDVF,Title,Default Title,,,,,DI-390AHDVF,,,Sucursal Chalchuapa,,0,0,0,4,4,
camara-provision-2mp-di-390ahdvf,Camara Provision 2Mp DI-390AHDVF,Title,Default Title,,,,,DI-390AHDVF,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
camara-provision-2mp-di-390ahdvf,Camara Provision 2Mp DI-390AHDVF,Title,Default Title,,,,,DI-390AHDVF,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
audifono-etouch-deluxe-kih-2009,Audifono etouch Deluxe Kih-2009,Title,Default Title,,,,,KIHH-2009,,,Sucursal Chalchuapa,,0,0,0,4,4,
audifono-etouch-deluxe-kih-2009,Audifono etouch Deluxe Kih-2009,Title,Default Title,,,,,KIHH-2009,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
audifono-etouch-deluxe-kih-2009,Audifono etouch Deluxe Kih-2009,Title,Default Title,,,,,KIHH-2009,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
monitor-dell-led-21-5-plg-e2216hvm,Monitor Dell LED 21.5 Plg E2216HVM,Title,Default Title,,,,,E2216HVM,,,Sucursal Chalchuapa,,0,0,0,4,4,
monitor-dell-led-21-5-plg-e2216hvm,Monitor Dell LED 21.5 Plg E2216HVM,Title,Default Title,,,,,E2216HVM,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
monitor-dell-led-21-5-plg-e2216hvm,Monitor Dell LED 21.5 Plg E2216HVM,Title,Default Title,,,,,E2216HVM,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
camara-digital-eos-rebel-t6i-canon,Camara Digital EOS Rebel T6i Canon,Title,Default Title,,,,,EOSREBELT6i,,,Sucursal Chalchuapa,,0,0,0,4,4,
camara-digital-eos-rebel-t6i-canon,Camara Digital EOS Rebel T6i Canon,Title,Default Title,,,,,EOSREBELT6i,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
camara-digital-eos-rebel-t6i-canon,Camara Digital EOS Rebel T6i Canon,Title,Default Title,,,,,EOSREBELT6i,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
hd-dt-dell-1tb-sata-wd1004fbyz,HD DT DELL 1TB Sata WD1004FBYZ,Title,Default Title,,,,,WD1004FBYZ-18CBB0,,,Sucursal Chalchuapa,,0,0,0,4,4,
hd-dt-dell-1tb-sata-wd1004fbyz,HD DT DELL 1TB Sata WD1004FBYZ,Title,Default Title,,,,,WD1004FBYZ-18CBB0,,,Sucursal Santa Ana Independencia,,not stocked,not stocked,not stocked,not stocked,not stocked,
hd-dt-dell-1tb-sata-wd1004fbyz,HD DT DELL 1TB Sata WD1004FBYZ,Title,Default Title,,,,,WD1004FBYZ-18CBB0,,,Sucursal Santa Ana Zarzamora,,not stocked,not stocked,not stocked,not stocked,not stocked,
